104.7647	3.50E+06	0.5	2	4
104.7695	1.40E+07	0.5	2	2
115.1207	4.88E+07	0.25	2	4
115.1281	1.95E+08	0.25	2	2
137.8654	3.42E+08	0.18	2	4
137.8875	1.37E+09	0.18	2	2
153.3806	1.20E+07	0.18	2	4
154.3398	2.81E+07	0.25	2	2
154.6423	1.78E+07	0.18	2	4
155.8701	2.00E+07	0.25	2	2
156.6286	2.79E+07	0.25	2	4
157.3301	4.42E+07	0.25	2	2
160.0373	4.67E+07	0.1	2	4
160.0455	2.70E+07	0.4	2	2
166.2608	2.00E+07	0.25	2	2
166.685	8.66E+07	0.07	2	4
181.78437	3.12E+07	0.07	2	2
182.58939	1.70E+08	0.03	2	4
208.888851	3.61E+07	0.07	2	4
249.67687	8.40E+07	0.03	2	2
