4.2767	9.00E+10	0.4	2	2
4.2988	1.40E+11	0.4	2	4
4.2988	5.50E+11	0.4	2	2
4.306	2.50E+11	0.4	2	4
34.632	1.40E+07	0.4	2	4
34.886	1.40E+07	0.4	2	4
35.083	2.30E+07	0.4	2	4
35.495	1.80E+07	0.4	2	2
35.495	4.40E+06	0.4	2	4
35.958	1.70E+07	0.4	2	4
36.99	2.00E+06	0.75	2	4
41.145	1.20E+07	0.18	2	4
41.145	4.82E+07	0.18	2	2
41.389	1.95E+07	0.18	2	4
41.433	8.60E+06	0.18	2	4
41.433	3.45E+07	0.18	2	2
41.794	2.86E+07	0.18	2	4
41.87	1.59E+07	0.18	2	4
41.87	6.34E+07	0.18	2	2
42.423	4.33E+07	0.18	2	4
42.5326	1.91E+08	0.18	2	2
42.627	8.16E+06	0.18	2	4
42.627	3.26E+07	0.18	2	2
42.738	1.83E+07	0.18	2	4
43.01	6.01E+06	0.18	2	4
43.01	2.40E+07	0.18	2	2
43.577	5.86E+07	0.18	2	2
43.7102	1.43E+08	0.18	2	4
43.891	2.20E+07	0.18	2	4
43.891	8.90E+07	0.18	2	2
45.796	5.83E+07	0.18	2	2
46.1121	1.96E+08	0.18	2	4
46.6358	4.50E+07	0.18	2	4
46.6404	1.82E+08	0.1	2	2
51.6652	4.25E+07	0.18	2	4
51.826	7.33E+07	0.18	2	4
52.031	5.05E+07	0.1	2	4
52.31	6.59E+07	0.1	2	4
52.696	3.73E+07	0.1	2	4
53.029	4.28E+08	0.1	2	4
53.864	1.40E+07	0.5	2	2
54.3291	3.95E+08	0.1	2	4
54.9317	6.72E+07	0.1	2	4
54.9375	2.68E+08	0.1	2	2
56.0244	6.05E+08	0.1	2	4
57.69	4.70E+07	0.18	2	2
59.4796	1.11E+09	0.1	2	4
63.5988	1.01E+08	0.1	2	2
68.7056	2.36E+09	0.03	2	4
85.809	1.49E+08	0.1	2	2
90.3616	6.78E+08	0.03	2	4
90.3958	2.70E+09	0.03	2	2
103.6335	7.38E+08	0.03	2	2
133.45323	2.41E+08	0.03	2	4
232.352	1.40E+00	0.03	2	4
232.472	5.99E+01	0.03	2	2
