238.42864	4.90E+06	0.18	4	2
250.16139	1.22E+07	0.18	4	6
250.33039	1.10E+07	0.25	4	4
250.69063	5.10E+07	0.18	4	2
254.59241	1.80E+07	0.18	4	4
264.22639	8.10E+06	0.1	4	4
264.77055	4.90E+07	0.1	4	2
283.8051	4.20E+05	0.25	4	6
284.87731	1.01E+07	0.07	4	4
285.52221	5.00E+07	0.07	4	2
288.769	2.60E+05	0.25	4	6
289.45722	4.30E+06	0.07	4	4
289.8812	3.80E+05	0.18	4	6
289.95987	3.40E+07	0.07	4	2
290.36966	6.90E+06	0.18	4	4
293.46431	5.30E+05	0.18	4	6
294.23872	1.41E+07	0.07	4	4
294.31879	7.00E+07	0.18	4	2
304.35489	2.21E+07	0.07	4	6
305.08788	2.22E+07	0.07	4	4
305.36542	1.37E+08	0.07	4	4
318.40138	2.52E+08	0.07	4	6
326.32377	8.60E+06	0.18	4	6
378.7138	8.00E+04	0.5	4	2
379.36099	7.90E+05	0.07	4	6
380.85188	1.43E+07	0.07	4	4
381.82413	6.70E+07	0.07	4	2
384.44362	6.00E+06	0.07	4	6
385.53636	3.39E+07	0.07	4	4
403.2844	3.00E+05	0.1	4	2
430.71732	1.13E+06	0.07	4	6
433.00227	5.30E+06	0.07	4	4
457.71738	4.44E+06	0.07	4	6
479.97766	1.30E+05	0.07	4	6
483.24241	2.27E+06	0.07	4	4
485.14903	1.00E+07	0.07	4	2
551.5331	6.30E+03	0.1	4	4
552.7622	1.12E+04	0.1	4	2
