211.28464	3.20E+06	0.25	4	6
211.66506	2.00E+07	0.25	4	4
226.2292	5.80E+06	0.25	4	4
226.6594	4.80E+07	0.25	4	2
228.0833	2.80E+07	0.25	4	6
231.1291	4.10E+06	0.25	4	6
231.5687	2.50E+07	0.25	4	4
232.8186	4.60E+06	0.25	4	6
233.4671	1.70E+07	0.25	4	2
233.6806	3.70E+06	0.25	4	4
242.86573	2.07E+06	0.25	4	6
242.91943	2.82E+07	0.25	4	4
246.26715	2.08E+06	0.25	4	4
246.8403	4.88E+06	0.25	4	2
269.27735	1.61E+07	0.18	4	2
269.56345	6.00E+05	0.18	4	4
269.9016	2.40E+06	0.1	4	6
270.67365	3.10E+07	0.1	4	4
271.7053	3.58E+06	0.25	4	4
272.6481	1.21E+06	0.25	4	6
296.58745	7.50E+06	0.1	4	6
297.40055	5.50E+07	0.18	4	4
301.537	7.80E+07	0.07	4	6
306.10285	8.70E+05	0.25	4	4
325.5676	3.20E+07	0.07	4	4
326.9897	3.13E+08	0.07	4	2
390.7484	1.66E+08	0.07	4	6
399.6601	1.65E+07	0.07	4	6
402.0387	1.63E+08	0.07	4	4
405.4544	4.46E+07	0.25	4	2
475.3165	1.08E+06	0.07	4	6
530.1951	1.05E+05	0.07	4	4
534.2992	6.20E+05	0.07	4	2
619.36781	2.24E+04	0.5	4	6
621.06637	1.58E+06	0.07	4	4
623.94095	1.78E+05	0.1	4	6
623.9779	8.50E+05	0.07	4	4
624.44611	7.80E+02	0.25	4	2
634.48208	9.90E+03	0.25	4	6
637.88161	1.10E+05	0.25	4	4
