233.394	1.09E+05	0.1	2	2
233.394	1.09E+05	0.1	2	4
234.015	1.34E+05	0.1	2	2
234.015	1.34E+05	0.1	2	4
234.822	1.65E+05	0.1	2	2
234.822	1.65E+05	0.1	2	4
235.893	2.09E+05	0.1	2	4
235.893	2.09E+05	0.1	2	2
237.354	1.92E+05	0.01	2	4
237.354	1.92E+05	0.01	2	2
239.439	2.66E+05	0.01	2	4
239.439	2.66E+05	0.01	2	2
242.543	3.82E+05	0.01	2	4
242.543	3.82E+05	0.01	2	2
247.506	5.73E+05	0.01	2	4
247.506	5.73E+05	0.01	2	2
256.231	8.80E+05	0.01	2	4
256.231	9.00E+05	0.01	2	2
274.12	1.25E+06	0.01	2	2
274.12	1.25E+06	0.01	2	4
323.266	1.00E+06	0.01	2	2
323.266	1.00E+06	0.01	2	4
670.776	3.69E+07	0.001	2	4
670.791	3.69E+07	0.001	2	2
