60.2929	1.00E+08	0.4	10	8
60.384	1.60E+08	0.4	10	10
60.5329	4.00E+06	0.5	10	8
61.0459	1.20E+07	0.5	10	10
62.0474	9.00E+06	0.5	10	12
63.798	1.70E+07	0.5	10	8
64.0836	7.00E+07	0.4	10	8
71.0998	4.50E+07	0.4	10	8
71.233	2.90E+06	0.75	10	8
71.3127	2.60E+07	0.5	10	8
71.5202	2.20E+07	0.5	10	8
74.2405	6.00E+06	0.5	10	12
75.5982	2.60E+07	0.5	10	8
75.8216	2.90E+08	0.4	10	10
75.9978	2.10E+07	0.5	10	8
76.0227	3.60E+07	0.4	10	10
76.1194	2.00E+07	0.5	10	12
76.2774	5.60E+08	0.4	10	10
77.0967	2.50E+07	0.5	10	8
77.1636	2.20E+08	0.4	10	10
77.1852	5.70E+08	0.4	10	12
77.968	1.40E+07	0.5	10	12
78.1132	3.40E+08	0.4	10	8
78.5426	2.70E+07	0.5	10	8
78.7405	1.30E+08	0.4	10	10
79.0189	8.00E+08	0.4	10	8
79.5594	1.40E+07	0.5	10	8
79.7315	9.00E+06	0.5	10	10
79.8543	6.00E+06	0.5	10	8
79.9921	1.30E+08	0.4	10	10
80.1499	7.20E+08	0.25	10	12
92.9971	1.00E+08	0.4	10	8
93.6634	3.50E+08	0.4	10	10
93.9068	8.40E+08	0.25	10	8
95.2297	5.40E+07	0.4	10	8
96.7237	8.00E+06	0.75	10	10
