92.3878	2.80E+07	0.5	10	8
92.6204	2.60E+08	0.75	10	10
92.6898	3.20E+07	0.5	10	8
93.7651	4.40E+07	0.75	10	12
105.5258	4.60E+07	0.4	10	8
106.215	1.70E+07	0.5	10	10
106.317	3.20E+08	0.4	10	10
106.397	3.50E+07	0.4	10	8
108.1872	6.00E+07	0.4	10	12
108.342	1.60E+07	0.5	10	10
109.6871	2.30E+08	0.4	10	8
111.2046	2.00E+07	0.4	10	12
112.1967	1.90E+08	0.4	10	8
112.5442	1.00E+08	0.4	10	8
112.7099	6.00E+06	0.5	10	10
113.3662	3.10E+07	0.4	10	8
114.2361	2.60E+07	0.4	10	8
114.322	1.00E+08	0.4	10	10
114.4926	3.50E+08	0.1	10	12
126.0525	1.10E+08	0.4	10	8
158.8687	5.00E+05	0.75	10	8
160.845078	1.91E+08	0.03	10	8
161.1197	4.40E+06	0.25	10	8
224.917788	3.00E+06	0.1	10	8
226.007942	3.18E+06	0.1	10	10
234.34948	1.73E+08	0.02	10	8
237.373538	4.25E+07	0.07	10	10
238.203733	3.13E+08	0.07	10	12
258.58756	8.94E+07	0.07	10	8
259.939515	2.35E+08	0.07	10	10
