91.8125	5.07E+04	0.001	2	288
91.813	2.43E+06	0.001	2	4
91.813	2.43E+06	0.001	2	2
91.9342	7.83E+04	0.001	2	242
91.9349	3.16E+06	0.001	2	4
91.9349	3.16E+06	0.001	2	2
92.0947	1.26E+05	0.001	2	200
92.097	4.21E+06	0.001	2	4
92.097	4.21E+06	0.001	2	2
92.3148	2.14E+05	0.001	2	162
92.3151	5.78E+06	0.001	2	4
92.3151	5.78E+06	0.001	2	2
92.6229	8.25E+06	0.001	2	4
92.6229	8.25E+06	0.001	2	2
92.6249	3.87E+05	0.001	2	128
93.0749	1.24E+07	0.001	2	4
93.0749	1.24E+07	0.001	2	2
93.0751	7.57E+05	0.001	2	98
93.7801	1.97E+07	0.001	2	4
93.7801	1.97E+07	0.001	2	2
93.7814	1.64E+06	0.001	2	72
94.9742	3.44E+07	0.001	2	4
94.9742	4.13E+06	0.001	2	50
94.9742	3.44E+07	0.001	2	2
97.2517	1.28E+07	0.001	2	32
97.2541	6.82E+07	0.001	2	4
97.2541	6.82E+07	0.001	2	2
102.5728	1.67E+08	0.001	2	4
102.5728	5.58E+07	0.001	2	18
102.5728	1.67E+08	0.001	2	2
121.56699	6.26E+08	0.001	2	4
121.56699	6.26E+08	0.001	2	2
121.56701	4.70E+08	0.001	2	8
